;DATE=2015-07-10	LAT=6741	LON=-21987
;UTC--MHz--Call--SNR,dB--QSB,%--Evidence--Delay,ms
17:47:10	14	OH2B  	-4.6	100	 0.26	 -30
17:47:20	14	CS3B  	-20.0	100	 0.32	 150
17:47:30	14	LU4AA 	-6.6	100	 0.19	 139
17:47:40	14	OA4B  	-4.8	100	 0.13	 153
17:47:50	14	YV5B  	-5.3	100	 0.29	 269
17:48:00	18	YV5B  	-7.5	100	 0.10	  70
17:48:10	18	4U1UN 	-7.6	100	 0.10	  15
17:48:20	18	VE8AT 	-4.9	100	 0.12	 141
17:48:30	18	W6WX  	 5.5	  0	 5.38	  37
17:48:40	18	KH6WO 	-4.9	100	 0.21	 -62
17:48:50	18	ZL6B  	-7.7	100	 0.10	 274
17:49:00	28	W6WX  	-4.2	100	 0.09	 256
17:49:10	14	RR9O  	-8.6	100	 0.16	 257
17:49:20	14	VR2B  	-5.2	100	 0.32	 234
17:49:30	14	4S7B  	-10.0	100	 0.11	 176
17:49:40	14	ZS6DN 	-10.4	100	 0.08	 190
17:49:50	14	5Z4B  	-10.5	100	 0.06	 267
17:50:00	14	4X6TU 	-8.5	100	 0.08	  47
17:50:10	14	OH2B  	-8.6	100	 0.08	 -66
17:50:20	14	CS3B  	-9.0	100	 0.08	 -11
17:50:30	14	LU4AA 	-9.8	100	 0.08	 252
17:50:40	14	OA4B  	-7.6	100	 0.12	 290
17:50:50	14	YV5B  	-7.4	100	 0.12	 -18
17:51:00	14	4U1UN 	-10.2	100	 0.06	 -37
17:51:10	14	VE8AT 	-7.9	100	 0.29	 244
17:51:20	14	W6WX  	20.8	  0	 6.76	  39
17:51:30	14	KH6WO 	-14.5	100	 0.14	 246
17:51:40	14	ZL6B  	-3.2	 91	 0.18	 188
18:07:30	14	4S7B  	-5.8	100	 0.17	 258
18:07:40	14	ZS6DN 	-4.9	100	 0.09	  86
18:07:50	14	5Z4B  	-4.3	100	 0.14	 289
18:08:00	14	4X6TU 	-4.6	100	 0.18	 287
18:08:10	14	OH2B  	-5.1	 98	 0.23	 197
18:08:20	14	CS3B  	-8.3	100	 0.10	 159
18:08:30	14	LU4AA 	-7.6	100	 0.14	 202
18:08:40	14	OA4B  	-6.0	100	 0.13	 144
18:08:50	14	YV5B  	 6.6	 31	 4.77	  57
18:09:00	14	4U1UN 	11.1	 13	 5.76	  45
18:09:10	14	VE8AT 	-20.0	100	 0.07	  19
18:09:20	14	W6WX  	11.7	  0	 5.39	  24
18:09:30	14	K6TD  	-8.6	100	 0.06	  95
18:09:40	14	ZL6B  	-10.7	100	 0.11	 269
18:09:50	14	VK6RBP	-4.8	 95	 0.17	 123
18:10:00	14	JA2IGY	-14.0	100	 0.03	 102
18:10:10	14	RR9O  	-8.1	100	 0.09	  64
18:10:20	14	VR2B  	12.4	 11	 5.91	  69
18:10:30	14	4S7B  	-8.3	100	 0.12	 178
18:10:40	14	ZS6DN 	-5.4	100	 0.06	 262
18:10:50	14	5Z4B  	-10.4	100	 0.15	 -48
18:11:00	14	4X6TU 	-5.1	100	 0.17	 -63
18:11:10	14	OH2B  	-2.5	 90	 0.10	  34
18:11:20	14	CS3B  	-6.0	100	 0.19	  61
18:11:30	14	LU4AA 	-6.3	100	 0.16	 215
18:11:40	14	OA4B  	-9.3	100	 0.06	  41
18:11:50	14	YV5B  	 7.4	  0	 6.33	  63
18:12:00	14	4U1UN 	 8.7	 13	 6.64	  55
18:12:10	14	VE8AT 	-3.1	100	 0.33	   4
18:12:20	14	W6WX  	11.6	  2	 4.13	  20
18:12:30	14	K6TD  	-10.4	100	 0.06	 254
18:12:40	14	ZL6B  	-5.1	100	 0.09	  -8
18:12:50	14	VK6RBP	-7.7	100	 0.08	 -44
18:13:00	14	JA2IGY	 0.2	 55	 2.83	  67
18:13:10	14	RR9O  	-4.1	100	 0.12	 261
18:13:20	14	VR2B  	 9.4	  0	 4.95	  77
18:13:30	14	4S7B  	-6.7	100	 0.16	  50
18:13:40	14	ZS6DN 	-9.3	100	 0.12	 191
18:14:00	14	4X6TU 	-5.8	100	 0.31	  17
18:14:10	14	OH2B  	-7.7	100	 0.09	 290
18:14:20	14	CS3B  	-6.3	100	 0.08	  -2
18:14:30	14	LU4AA 	-4.2	100	 0.73	 149
18:14:40	14	OA4B  	-2.6	100	 0.26	 -81
18:14:50	14	YV5B  	 8.8	  0	 6.35	  60
18:15:00	14	4U1UN 	 1.9	 44	 3.89	  47
18:15:10	14	VE8AT 	-5.4	100	 0.16	  63
18:15:20	14	W6WX  	25.2	  0	 6.71	  38
18:15:30	14	K6TD  	-10.9	100	 0.08	  24
18:15:40	14	ZL6B  	-14.3	100	 0.11	 245
18:15:50	14	VK6RBP	-5.2	100	 0.20	 225
18:16:00	14	JA2IGY	 3.4	 18	 4.61	  63
18:16:10	14	RR9O  	-6.9	100	 0.06	  -3
18:16:20	14	VR2B  	 6.7	  7	 5.73	  74
18:16:30	14	4S7B  	-4.1	100	 0.19	 198
18:16:40	14	ZS6DN 	-5.7	100	 0.15	 218
18:16:50	14	5Z4B  	-9.2	100	 0.34	   5
18:17:00	14	4X6TU 	-9.5	100	 0.13	 271
18:17:10	14	OH2B  	-11.1	100	 0.06	 126
18:17:20	14	CS3B  	-6.3	100	 0.11	 231
18:17:30	14	LU4AA 	-6.0	100	 0.31	  32
18:17:40	14	OA4B  	-20.0	100	 0.22	  54
18:17:50	14	YV5B  	 3.9	 29	 4.24	  60
18:18:00	14	4U1UN 	 3.1	 17	 3.84	  48
18:18:10	14	VE8AT 	-9.4	100	 0.22	   7
18:18:20	14	W6WX  	27.2	  0	 3.47	  37
18:18:30	14	K6TD  	-1.5	 92	 0.12	-103
18:18:40	14	ZL6B  	-2.0	100	 0.19	  12
